Label|EmailText|toCheck
ham|Kallis is prepared for the upcoming second innings.|no
ham|No got a new job at the bar in the airport on Saturdays earning $4.47 per hour but means no lie! Keep in touch.|no
ham|Thank you, but my birthday is over already.|no
ham|You gotta apologize, admit you were wrong, and ask me to take you back.|no
ham|I know what you mean. I want to buy some food. Other days it is fine.|no
ham|I will miss you so much.|no
ham|Yes, someone is small and kid. The secret of my energy is boost.|no
ham|Avatar is typically associated with supplementary features or options.|yes
ham|Simply sitting and watching the match in the office.|no
ham|You can jot down things you want to remember later.|no
ham|Oh, sorry, please.|no
ham|Hey are we going to the lunch lesson or the gym?|no
ham|You always make things bigger than they are.|no
ham|Cereal packs are suitable for buying at any store. If you need to pack food, you should pack grains or something you will miss.|no
ham|In the infernos embrace, one desires to witness the infernal affair.|yes
ham|> woke up at 4 in the afternoon, sorry.|no
ham|I can send you a picture if you prefer.|no
ham|Okay... I booked all the ones already, including the one at Bugis.|no
ham|Alright, I get it later.|no
spam|MobilesDirect is offering 4 months half-price Orange line rental and the latest camera phones for FREE to customers who had their phone for 11 months. To update your plan, simply call MobilesDirect free on 08000938767.|no
ham|So don't use hook ups or anything else.|no
ham|No problem, I will make the requested changes to the sentence.  No de. But call me after some time. I will tell you now.|yes
ham|Hi where you at home or Calcutta?|no
ham|The cost of blackberry bold2 in Nigeria is approximately 500 Naira.|yes
ham|Hey darling, I can pick you up at college if you tell me when and where to meet. Love, Pete|no
spam|Call 09094100151 to utilize our minutes! Calls cast 10p/min (minimum varies). Services provided by AOM, just GBP5/month. AOM Box61, M60 1ER until you cease. Age 18+ only!|no
ham|Oh, I was thinking of going yoga at 10 p.m. to go at 3 p.m. Can I rush to the park soon? Okie, let me know when you're ready.|no
ham|Your late arrival necessitates the procurement of a laptop.|no
ham|Sir, I am awaiting your mail.|no
ham|Please charge my mobile when you get up in the morning.|no
ham|Nothing, I got a message from that unknown person.|no
ham|Ugh, fuck it! I resubmitting to even.|no
ham|He didn't see his shadow. We get an early spring yay.|no
ham|I did. One slice and one breadstick.|no
ham|Yes, there is a training tomorrow.|no
ham|Ahmad Saeed al Hallaq, I long for you. I crave your presence and attention. I miss you dearly. I need your support and companionship. I love you deeply.|yes
spam|URGENT! Your mobile number *********** WON a Ã¥Â£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach you! Call 09066362220 ASAP! Box97N7QP, 150ppm|no
ham|Cos daddy is arranging time for what time will he fetch his...|no
ham|Pass this to all your contacts and see what you get! Red is in love with you. Blue is putting a smile on my face. Purple is really hot. Pink is so sweet. Orange thinks you are alright. Green really wants to go out with you. Yellow wants you back. Black is jealous of you. Brown is missing you. Please give me one color.|no
ham|Then you are the eldest one.|no
ham|Whose there saying hi to our drug dealer?|no
ham|Its hard to believe things like this. All can say lie, but think twice before saying anything to me.|no
spam|Sexy singles are waiting for you! Text your age followed by your gender as wither M or F.E.G.23F for gay men.|no
ham|Good night, my dear. Sleep well and take care.|no
spam|Eerie Nokia tones 4u, reply Tone TITLE to 8007 Eg Tone Dracula to 8007 Titles: Ghost, AddamsFA, Munsters, Exorcist, Twilight. www.getzed.co.uk POBox36504W45WQ 150p|no
ham|That wonderful song.|no
ham|Yes, thats correct. Here is the corrected paragraph:  Yar lor actually we quite fast. Cos da ge slow what... Haha!|yes
ham|The afternoon is the time when I normally bathe him.|no
ham|Trust me. Even when it isn’t there, it still exists.|no
spam|FreeMsg: Claim your 250 SMS messages- Text OK to 84025 now! Use Web2Mobile 2 your mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16|no
spam|REAL is now available as a ringtone for you to reply.|yes
ham|I am able to meet you at noon.|no
ham|Hey everyone, going to meet him. He wants to go out for a meal, but I don't feel like it because I have to get the last bus home. But he seems sweet lately.|no
ham|There is no grammatical error or ambiguity in the provided text. The sentence makes sense grammatically and idiomatically.|yes
ham|I agree. Whats happening on your side?|no
ham|Im done with that.|no
ham|How are you? Wishing you a great semester!|no
ham|You are sweet, my princess. Please tell me your likes and dislikes in bed.|no
ham|Dude, how do you feel about the beautiful wind?|no
ham|Moji I love you more than words. Have a rich day.|no
ham|Alright babe.|no
spam|England! Good news! You can now get the official poly ringtone or color flag on your mobile by texting TONE or FLAG to 84199 now. Opt-out by texting ENG STOP to box39822 W111WX.|no
ham|Srkallis wont play in the first two odd.|no
ham|Then we can acquire some funds and send it to Jason.|no
ham|No problem.  No im not. I cant give you everything you want and need. You actually could do better for yourself on your own--you've got more money than I do. I cant get work, I cant get a man, I cant pay the rent, I cant even fill my own gas tank. Yes, Im stressed and depressed. I didn't even call home for thanksgiving because I have to tell them Im up to nothing.|no
ham|Oh, my love, its soooo good to hear from you. OMG I missed you so much today. Im sorry about the problems you're having with the provider, but thank you for timing me.|no
spam|Final Chance! Claim your Ã¥Â£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob members get mobile! TCs SavaMob POBOX84, M263UZ. Ã¥Â£3.00 Subscribe 16|no
ham|Probably, you should consider picking up more.|no
ham|Done.|no
ham|are you the most beautiful girl in the world?|no
spam|PRIVATE! Your 2004 Account Statement for 07742676969 displays 786 unredeemed Bonus Points. To claim, please call 08719180248 with your Identifier Code: 45239, which expires on|no
ham|The class is scheduled from 6 through 9 this afternoon. What time do you plan to come tomorrow?|no
ham|Oh Howda good good... Mathematics is very beautiful.|no
ham|I think 530 dollars. But I don't know how to get tickets. What are you doing now?|no
spam|## Corrected Text:  SMS SERVICES. for your inclusive text credits. Please visit www.comuk.net/login/*****unsubscribe?STOP. There is no extra charge for this service. For help, please dial 08700469649. PO BOX420. IP4 5WE.|no
ham|Audries lousy autocorrect is hindering her productivity.|yes
ham|Its a site designed to simulate the test. It just presents you with tough questions to evaluate your readiness.|no
ham|I fetch the book or you fetch?|no
ham|Anyway seriously, hit me up when you're back. As for now, I have to light up because otherwise I would have to resort to armand and he always has shit and/or is vomiting.|no
ham|Thank you. I like you as well.|no
ham|After you have come home from that, making me dinner and helping me get ready for my date seems like a wonderful idea. Are you certain about that kind of life?|no
ham|Lara said she could lend me.|no
spam|Free2Days sexy St Georges Day pic of Jordan! Text PIC to 89080 and don't miss out! Every week a saucy celeb! Four more pics available on PocketBabe.co.uk for just £3/week!|no
ham|Yes, we have several spare power supplies available.|no
ham|Yar he quite clever but after many guesses for. He got to bring but I think Darren not so willing to go. Aiya they think Leona still not attach that.|no
ham|Yeah, I wont be going to bed because Ill be back before midnight.|no
spam|You are a winner. You have been specially selected to receive $1,000 cash or a $2,000 award. Speak to a live operator to claim your call between 8:71 AM and 7:00 PM. Cost 10p.|no
ham|Well, I wasn't available because I was having some work commitments last night, so they had to ask Nicki Platt instead of me.|no
spam|Sunshine Holidays. To claim your medical holiday send a stamped self-address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. The quiz starts Saturday! Unsubscribe|no
